2-Pt Field Goal Attempts
2003-04 NBA 1251 (5th)
2005-06 NBA 1420 (5th)
2006-07 NBA 1304 (3rd)
2007-08 NBA 1317 (2nd)
2009-10 NBA 1315 (3rd)
2010-11 NBA 1252 (8th)
2013-14 NBA 1228 (4th)
2016-17 NBA 670 (9th)
Active 15387 (3rd)
Career NBA 15387 (33rd)
Career 15387 (36th)
