Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,22,DEN,NBA,SF,1,0,25:10,10,15,.667,0,0,,0,0,,3,9,1,1,0,0,2,20
2007-08,23,DEN,NBA,SF,1,1,21:38,8,17,.471,0,0,,2,3,.667,5,7,1,0,0,2,0,18
2009-10,25,DEN,NBA,SF,1,1,28:59,13,22,.591,1,4,.250,0,1,.000,4,10,2,0,0,2,0,27
2010-11,26,DEN,NBA,SF,1,1,22:44,4,10,.400,0,1,.000,0,0,,3,7,2,1,1,2,3,8
2011-12,27,NYK,NBA,SF,1,1,30:20,7,15,.467,0,3,.000,5,7,.714,4,9,0,2,0,0,0,19
2012-13,28,NYK,NBA,PF,1,1,30:30,8,14,.571,3,7,.429,7,9,.778,5,12,3,0,0,1,0,26
2013-14,29,NYK,NBA,PF,1,1,30:06,10,18,.556,8,13,.615,2,2,1.000,3,5,2,0,0,0,3,30
2014-15,30,NYK,NBA,SF,1,1,30:16,6,20,.300,2,13,.154,0,0,,3,7,0,1,1,1,2,14
2015-16,31,NYK,NBA,SF,1,1,22:56,6,11,.545,1,5,.200,0,0,,3,6,0,0,1,2,2,13
