Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,66,66,39.1,8.9,21.4,.417,1.1,3.5,.320,7.8,18.0,.435,.442,6.7,8.1,.826,2.2,5.0,7.3,2.8,1.3,0.3,2.9,3.8,25.7
7 seasons,,DEN,NBA,,45,45,38.6,8.4,19.8,.424,1.0,2.8,.339,7.4,17.0,.438,.448,6.8,8.3,.818,2.4,4.6,7.1,3.0,1.3,0.4,3.0,3.7,24.5
3 seasons,,NYK,NBA,,21,21,40.0,10.0,24.9,.404,1.4,4.8,.297,8.6,20.0,.430,.433,6.5,7.7,.846,1.8,5.9,7.7,2.3,1.1,0.3,2.8,4.0,28.0
