Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,19,DEN,NBA,SF,4,143,,,97%,3%,,-10.1,-14.0,4,5,8,3,,3,0,23,7,1,4
2004-05,20,DEN,NBA,SF,5,180,,,93%,6%,,-10.7,0.3,3,2,8,6,,7,0,23,11,2,13
2005-06,21,DEN,NBA,SF,5,193,,,88%,12%,,-2.7,31.7,4,3,8,3,,4,0,30,18,2,7
2006-07,22,DEN,NBA,SF,5,210,,10%,89%,1%,,-5.9,6.4,7,2,10,0,,7,0,14,13,2,4
2007-08,23,DEN,NBA,SF,4,146,,41%,59%,,,-17.6,-16.4,4,4,4,5,,3,0,18,12,1,7
2008-09,24,DEN,NBA,SF,16,612,,3%,96%,1%,,10.2,3.2,14,11,12,24,,8,0,143,60,12,25
2009-10,25,DEN,NBA,SF,6,254,,,89%,11%,,2.6,36.4,2,8,11,7,,8,0,50,25,3,11
2010-11,26,NYK,NBA,SF,4,156,,7%,85%,8%,,-14.4,-25.9,6,4,3,6,0,2,0,42,13,5,7
2011-12,27,NYK,NBA,SF,5,204,,1%,83%,15%,,-17.3,-6.3,5,5,4,13,0,3,0,27,18,4,7
2012-13,28,NYK,NBA,PF,12,481,,,17%,83%,,0.9,-13.9,4,10,17,13,1,13,1,49,38,7,16
