Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,6,39,2.9,.276,.500,.200,2.6,5.7,4.1,8.4,4.0,0.0,8.4,13.6,,-0.1,0.1,0.0,-0.024,,-4.3,2.0,-2.3,0.0
1 season,,PHO,NBA,,6,39,2.9,.276,.500,.200,2.6,5.7,4.1,8.4,4.0,0.0,8.4,13.6,,-0.1,0.1,0.0,-0.024,,-4.3,2.0,-2.3,0.0
