Player,Sim,1,2,3,4,5
Casey Jacobsen,,2.7,2.6,1.2,-0.3,
Louie Nelson,85.2,2.9,2.3,1.1,0.0,0.0
Hollis Thompson,84.4,2.6,2.0,1.2,,
Freddie Crawford,83.1,2.7,2.2,1.6,-0.2,-0.3
Tex Ritter,83.1,2.4,2.3,1.0,,
Terry Furlow,81.2,3.3,2.8,1.1,0.0,
Mike Butler,78.8,3.1,2.3,1.6,0.1,
Trey Burke,78.2,2.4,2.1,0.9,,
Jeremy Lamb,78.1,3.3,2.7,1.6,0.2,
Jordan Crawford,77.5,2.8,1.9,1.1,-0.6,
Dick Garrett,77.3,2.4,2.3,1.6,0.1,-0.2
