Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,67,22,1220,5.0,8.5,.583,0.0,0.0,,5.0,8.5,.583,1.8,2.7,.663,3.2,7.0,10.1,1.5,0.7,1.4,1.6,3.7,11.7
3 seasons,,ORL,NBA,,46,1,531,3.8,5.7,.667,0.0,0.0,,3.8,5.7,.667,1.2,1.8,.667,3.0,6.9,9.9,0.8,0.8,1.6,1.2,4.9,8.8
2 seasons,,WAS,NBA,,21,21,689,5.9,10.7,.549,0.0,0.0,,5.9,10.7,.549,2.2,3.4,.662,3.3,7.0,10.3,2.0,0.6,1.3,1.9,2.7,14.0
