2-Pt Field Goal Pct
2010-11 NBA .563 (5th)
2011-12 NBA .557 (7th)
2014-15 NBA .569 (3rd)
2015-16 NBA .568 (7th)
2016-17 NBA .607 (7th)
Active .558 (5th)
Career NBA .558 (15th)
Career .558 (16th)
