Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2007-08,23,ORL,NBA,C,6,41,.471,3.9,1.000,.647,.235,.059,.059,.000,.471,.636,.250,.000,.000,,.625,.118,2,,,,0,0
2008-09,24,ORL,NBA,PF,63,794,.567,4.3,.995,.594,.225,.128,.048,.005,.565,.676,.452,.375,.222,1.000,.724,.086,14,1.000,.000,,0,0
2009-10,25,ORL,NBA,C,81,1088,.533,4.1,.987,.604,.238,.115,.031,.013,.540,.635,.519,.154,.286,.000,.793,.141,31,,.000,,0,0
2010-11,26,TOT,NBA,C,80,2032,.561,6.2,.993,.439,.323,.148,.083,.007,.563,.743,.400,.494,.360,.250,.769,.111,60,1.000,.000,,1,0
2010-11,26,ORL,NBA,C,25,396,.543,5.6,1.000,.457,.321,.160,.062,.000,.543,.730,.346,.462,.400,,.659,.074,6,,,,0,0
2010-11,26,PHO,NBA,C,55,1636,.563,6.3,.992,.437,.324,.146,.086,.008,.566,.746,.408,.500,.356,.250,.785,.117,54,1.000,.000,,1,0
2011-12,27,PHO,NBA,C,66,2114,.555,6.0,.997,.428,.352,.161,.056,.003,.557,.736,.435,.387,.442,.000,.796,.066,49,,.000,,0,0
2012-13,28,PHO,NBA,C,61,1876,.521,6.5,.995,.447,.283,.171,.094,.005,.524,.704,.369,.381,.396,.000,.729,.087,45,,.000,,0,0
2013-14,29,WAS,NBA,C,81,2655,.542,6.7,.999,.390,.320,.215,.073,.001,.541,.753,.405,.425,.344,1.000,.683,.058,46,1.000,.000,,0,0
2014-15,30,WAS,NBA,C,82,2453,.566,6.0,.996,.471,.277,.186,.062,.004,.569,.740,.414,.438,.354,.000,.768,.077,58,,.000,,0,0
2015-16,31,WAS,NBA,C,75,2256,.567,5.3,.999,.452,.313,.195,.039,.001,.567,.704,.490,.403,.433,.000,.794,.067,48,,.000,,0,0
2016-17,32,WAS,NBA,C,49,1690,.605,4.8,.998,.556,.288,.137,.019,.002,.607,.702,.516,.448,.250,.000,.723,.090,30,,.000,,0,0
