Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,23,ORL,NBA,C,6,41,,,,,100%,0.0,-5.9,0,0,2,3,,0,,4,2,1,2
2008-09,24,ORL,NBA,PF,63,794,,,,9%,91%,-2.2,-12.4,3,6,16,69,,6,,36,27,12,20
2009-10,25,ORL,NBA,C,81,1088,,,,6%,94%,+3.2,-7.1,8,16,22,83,,13,,41,35,10,16
2010-11,26,TOT,NBA,C,80,2032,,,,22%,78%,+0.6,-2.7,22,17,42,0,,0,,172,0,15,57
2010-11,26,ORL,NBA,C,25,396,,,,10%,90%,+2.7,-3.8,2,3,12,23,,7,,39,9,2,8
2010-11,26,PHO,NBA,C,55,1636,,,,25%,75%,+0.1,+1.5,20,14,30,69,,15,,133,78,13,49
2011-12,27,PHO,NBA,C,66,2114,,,,,100%,+1.6,+6.1,18,40,32,65,,19,,139,105,20,57
2012-13,28,PHO,NBA,C,61,1876,,,,,100%,-5.3,+3.2,26,20,53,52,,25,2,166,62,15,45
2013-14,29,WAS,NBA,C,81,2655,,,,12%,88%,+5.0,+11.4,41,39,46,102,4,28,0,317,107,28,57
2014-15,30,WAS,NBA,C,82,2453,,,,2%,98%,+5.0,+10.9,30,29,40,97,2,24,3,230,76,16,50
2015-16,31,WAS,NBA,C,75,2256,,,,,100%,+0.8,+2.9,31,43,47,84,5,30,6,245,94,20,50
2016-17,32,WAS,NBA,C,49,1690,,,,8%,92%,+5.0,+10.0,10,36,34,60,7,24,4,197,48,12,33
