Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,24,BOS,NBA,SF,4,0,123,4.7,11.7,.400,1.2,2.9,.400,3.5,8.8,.400,3.2,4.7,.688,0.9,2.6,3.5,4.1,0.6,0.0,3.5,2.0,13.8
2004-05,25,BOS,NBA,SG,7,2,240,4.8,11.1,.432,0.5,1.4,.333,4.3,9.7,.446,3.0,3.9,.769,0.7,3.0,3.7,2.1,1.4,0.3,3.2,3.4,13.1
