Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,MIA,NBA,SG,7,70,,47%,25%,28%,,+19.6,+17.4,3,2,0,2,,0,,24,2,0,2
2001-02,22,CLE,NBA,SF,82,1954,3%,31%,66%,,,-4.2,-1.0,68,50,30,74,,6,,401,108,23,48
2002-03,23,CLE,NBA,SG,79,3131,1%,82%,17%,,,-10.6,-0.9,143,78,56,100,,17,,940,157,33,74
2003-04,24,TOT,NBA,SF-SG,79,2474,25%,19%,55%,,,-4.1,-2.7,97,52,40,0,,0,,587,0,22,51
2003-04,24,CLE,NBA,SG,22,796,68%,28%,3%,,,-6.8,-4.8,41,14,13,29,,7,,231,32,4,18
2003-04,24,BOS,NBA,SF,57,1678,5%,15%,80%,,,-2.8,-2.5,56,38,27,53,,9,,356,79,18,33
2004-05,25,BOS,NBA,SG,82,2696,1%,71%,27%,1%,,-1.3,-7.0,105,56,44,82,,14,,556,139,25,54
2005-06,26,TOT,NBA,SG-SF,78,3207,,49%,48%,3%,,-1.0,+1.5,104,63,46,0,,0,,860,0,26,71
2005-06,26,BOS,NBA,SG,42,1747,,85%,14%,1%,,+0.5,+3.9,55,33,27,42,,13,,496,60,16,37
2005-06,26,MIN,NBA,SF,36,1460,,5%,89%,5%,,-2.9,-1.2,49,30,19,51,,8,,364,61,10,34
2006-07,27,MIN,NBA,SF,81,3021,,1%,98%,1%,,-4.1,+0.6,123,40,47,100,,14,,837,113,22,37
2007-08,28,MIA,NBA,SF,82,2963,,30%,67%,4%,,-10.8,-5.1,112,43,36,99,,4,,631,76,14,46
2008-09,29,LAC,NBA,SG,36,785,,44%,54%,2%,,-15.4,-6.7,29,6,4,31,,2,,193,14,3,9
2009-10,30,LAC,NBA,SF,36,499,12%,63%,24%,,,-12.2,-5.9,19,8,2,19,,0,,85,12,1,2
