Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2003-04,23,DAL,NBA,SF,67,1589,7%,41%,52%,1%,,+7.8,+4.9,32,23,12,85,,5,,214,62,13,40
2004-05,24,DAL,NBA,SF,76,2446,,5%,89%,6%,,+9.0,+7.4,56,27,39,100,,18,,243,105,37,56
2005-06,25,DAL,NBA,SF,59,1915,,4%,92%,5%,,+8.7,+4.2,29,24,26,85,,15,,251,127,42,64
2006-07,26,DAL,NBA,SF,70,2455,,12%,81%,7%,,+10.3,+5.8,44,43,36,97,,15,,286,142,42,28
2007-08,27,DAL,NBA,SF,76,2757,,10%,85%,5%,,+7.6,+8.2,50,30,34,101,,19,,378,183,46,53
2008-09,28,DAL,NBA,SF,52,1663,,6%,94%,1%,,+6.5,+7.0,30,34,25,67,,13,,197,104,23,31
2009-10,29,TOT,NBA,SF,35,918,,12%,88%,,,0.0,+1.5,18,12,16,0,,0,,111,0,9,13
2009-10,29,DAL,NBA,SF,31,827,,12%,88%,,,-2.3,-6.5,17,11,15,51,,10,,101,51,7,12
2009-10,29,WAS,NBA,SF,4,91,,5%,95%,,,+21.5,+27.6,1,1,1,7,,1,,10,9,2,1
2010-11,30,WAS,NBA,SF,18,409,,10%,90%,,,-10.7,-2.9,10,7,3,19,,1,,51,20,6,10
2011-12,31,UTA,NBA,SF,43,991,,36%,64%,,,-0.9,-2.1,16,25,12,47,,9,,109,38,6,17
2012-13,32,MIN,NBA,SF,11,207,,9%,91%,,,-3.7,-1.6,4,5,1,9,,0,0,8,5,0,4
