Player,Sim,1,2,3
Dewayne Dedmon,,2.4,1.7,0.6
Predrag Drobnjak,94.1,2.4,1.6,0.7
Tom LaGarde,93.5,2.2,1.7,0.4
Jeff Withey,93.0,2.3,1.8,0.8
Vitaly Potapenko,90.1,2.2,1.5,0.5
Marc Jackson,89.2,2.6,2.0,0.6
Ed Kalafat,87.2,2.6,2.1,0.7
Mark Blount,86.5,1.9,1.7,0.7
Harvey Catchings,86.1,2.3,1.7,1.2
Joel Anthony,85.6,3.1,1.7,0.6
Hub Reed,83.3,2.8,1.7,1.0
