Player,Sim,1,2,3,4,5,6
Dwayne Jones,,1.2,0.1,0.1,0.0,0.0,
Jackie Butler,94.0,1.2,0.1,0.1,,,
Stephen Howard,83.2,1.3,0.2,0.1,0.0,,
Mark Pope,76.7,1.3,0.1,0.0,0.0,-0.1,-0.1
David Thirdkill,76.6,1.0,0.3,0.0,0.0,-0.1,
Kenny Dennard,76.5,1.1,0.3,0.1,,,
Brian Evans,75.3,1.5,0.1,0.1,,,
Winston Bennett,75.0,1.1,0.3,0.2,,,
Michael Young,74.3,1.1,0.0,0.0,,,
Ivano Newbill,74.1,1.1,0.1,-0.1,,,
Qyntel Woods,71.6,1.3,0.2,0.0,-0.2,,
