Player,Sim,1,2,3,4,5
Larry Sanders,,6.0,1.6,1.0,1.0,0.7
Jermaine O'Neal,88.4,6.4,2.1,1.2,0.8,0.8
Don MacLean,86.7,5.6,1.5,1.1,0.5,0.4
Tim Perry,82.1,5.7,2.0,1.4,1.4,1.2
Gerald Wallace,81.4,6.4,2.4,0.9,0.6,0.4
Don Kojis,79.5,5.0,1.9,1.5,0.7,0.7
Larry Krystkowiak,78.2,6.3,2.1,1.8,1.4,0.1
Wah Wah Jones,75.7,5.9,2.1,0.8,,
Gus Gerard,72.7,4.3,1.5,1.3,1.3,0.5
Don May,72.6,6.1,2.9,1.3,0.2,0.0
Fabricio Oberto,72.3,6.1,4.1,1.7,1.1,0.6
