Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2009-10,23,TOT,NBA,SG,27,4,334,6.8,15.7,.436,2.0,5.7,.351,4.8,9.9,.484,5.4,7.8,.700,0.9,3.9,4.8,3.3,2.0,0.9,4.2,6.5,21.1,,99,107
2009-10,23,HOU,NBA,SG,9,0,118,5.6,12.5,.448,1.3,5.2,.250,4.3,7.4,.588,6.9,10.4,.667,0.9,5.2,6.1,3.0,1.7,1.7,6.1,6.9,19.5,,91,107
2009-10,23,SAC,NBA,SG,5,0,23,6.7,17.8,.375,0.0,4.4,.000,6.7,13.3,.500,11.1,11.1,1.000,2.2,4.4,6.7,4.4,2.2,0.0,4.4,2.2,24.4,,106,111
2009-10,23,SAS,NBA,SG,13,4,193,7.6,17.4,.438,2.7,6.2,.435,4.9,11.1,.439,3.8,5.7,.667,0.8,3.0,3.8,3.3,2.2,0.5,3.0,6.8,21.7,,104,106
2010-11,24,TOT,NBA,PG-SG,24,0,230,4.6,15.8,.294,2.3,8.6,.270,2.3,7.2,.323,1.6,3.9,.412,0.2,5.1,5.3,7.4,2.6,1.4,5.3,5.6,13.2,,73,104
2010-11,24,SAS,NBA,SG,3,0,21,2.5,12.4,.200,0.0,2.5,.000,2.5,9.9,.250,0.0,5.0,.000,2.5,2.5,5.0,5.0,2.5,2.5,2.5,5.0,5.0,,55,105
2010-11,24,MIL,NBA,SG,9,0,83,4.5,13.5,.333,1.9,6.4,.300,2.6,7.1,.364,0.0,2.6,.000,0.0,3.9,3.9,3.9,0.6,0.6,1.3,5.2,11.0,,81,107
2010-11,24,CHA,NBA,PG,12,0,126,5.1,17.8,.286,3.0,11.0,.269,2.1,6.8,.313,3.0,4.7,.636,0.0,6.4,6.4,10.2,3.8,1.7,8.5,5.9,16.1,,73,102
2012-13,26,WAS,NBA,SG,51,36,1156,4.7,11.6,.407,1.2,3.6,.325,3.6,8.0,.444,1.2,1.7,.703,1.3,4.2,5.5,5.2,2.3,0.8,2.7,4.2,11.8,,94,104
2013-14,27,WAS,NBA,SG,75,0,638,4.1,11.4,.362,0.5,2.3,.207,3.6,9.0,.402,2.4,3.5,.698,1.7,3.8,5.5,5.8,2.8,0.9,3.4,5.8,11.1,,89,104
2014-15,28,WAS,NBA,SG,52,18,735,4.7,11.9,.400,2.3,6.1,.375,2.4,5.7,.427,2.4,3.3,.729,1.7,4.6,6.3,3.9,2.9,0.6,2.4,5.3,14.2,,104,102
2015-16,29,WAS,NBA,SF,80,43,1951,5.0,12.6,.398,2.2,6.4,.345,2.8,6.2,.453,2.3,3.1,.728,0.9,4.4,5.3,3.5,1.7,0.4,1.6,4.9,14.5,,104,108
2016-17,30,SAC,NBA,SG,49,15,1301,5.2,12.0,.436,2.3,6.2,.367,3.0,5.8,.510,1.9,2.4,.790,1.1,4.1,5.1,4.3,2.3,0.9,2.0,4.2,14.7,,110,112
