Season,Team,Lg,Salary
2010-11,Milwaukee Bucks,NBA,"$98,637"
2010-11,San Antonio Spurs,NBA,"$71,736"
2012-13,Washington Wizards,NBA,"$572,943"
2013-14,Washington Wizards,NBA,"$916,099"
2014-15,Washington Wizards,NBA,"$981,084"
2015-16,Washington Wizards,NBA,"$1,100,602"
