Player,Sim,1,2,3
Awvee Storey,,0.2,0.1,0.0
Jamison Brewer,70.6,0.2,0.0,0.0
Mike Price,65.4,0.2,0.2,0.1
Jannero Pargo,63.2,0.2,0.1,0.1
Archie Goodwin,53.8,0.2,0.2,0.1
Ira Bowman,52.9,0.1,0.1,0.0
Morlon Wiley,52.8,0.2,0.1,0.1
Jimmy Oliver,49.8,0.2,0.2,-0.1
Xavier Henry,45.7,0.2,0.2,0.0
Eddie Gill,43.9,0.3,0.1,0.0
Randy Livingston,42.5,0.3,0.1,0.0
