Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,797,23916,,,68%,31%,1%,+3.2,+5.9,840,382,296,752,1,134,3,4551,1530,249,483
10 seasons,,UTA,NBA,,681,20989,,,72%,27%,,+3.9,+6.6,728,347,269,688,0,126,0,4025,1371,218,428
1 season,,MIN,NBA,,64,2034,,,50%,44%,7%,-0.5,+3.6,77,27,15,33,0,4,3,368,108,22,33
2 seasons,,BRK,NBA,,52,893,,,9%,90%,2%,-4.0,-3.7,35,8,12,31,1,4,0,158,51,9,22
