Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,20,UTA,NBA,SF,82,2151,,1%,71%,28%,1%,+8.3,+15.5,46,33,29,68,,10,,196,148,18,63
2002-03,21,UTA,NBA,SF,80,2213,,1%,92%,7%,,+2.7,-1.0,69,39,28,86,,13,,293,143,20,39
2003-04,22,UTA,NBA,PF,78,2895,,,43%,57%,,+1.5,+11.4,106,65,44,82,,32,,508,202,30,81
2004-05,23,UTA,NBA,PF,41,1349,,,50%,49%,,+3.3,+12.7,43,24,23,50,,13,,275,117,24,28
2005-06,24,UTA,NBA,SF,69,2604,,1%,72%,27%,,+1.0,+12.3,111,58,34,67,,16,,628,205,35,57
2006-07,25,UTA,NBA,SF,70,2049,,1%,91%,8%,,+1.1,-4.6,82,27,26,97,,8,,427,101,17,30
2007-08,26,UTA,NBA,SF,72,2217,,,91%,9%,,+9.2,+4.1,99,22,19,90,,5,,605,100,17,36
2008-09,27,UTA,NBA,PF,67,1831,,,49%,49%,2%,+7.4,+8.5,68,30,23,48,,8,,365,131,18,40
2009-10,28,UTA,NBA,SF,58,1681,,,88%,12%,,+6.7,+1.9,37,19,23,48,,10,,328,103,17,18
2010-11,29,UTA,NBA,SF,64,1999,,,77%,23%,,-0.5,+3.0,67,30,20,52,,11,,400,121,22,36
2012-13,31,MIN,NBA,SF,64,2034,,,50%,44%,7%,-0.5,+3.6,77,27,15,33,,4,3,368,108,22,33
2013-14,32,BRK,NBA,PF,45,857,,,7%,91%,2%,-2.6,-2.4,35,7,12,31,1,4,0,156,50,9,20
2014-15,33,BRK,NBA,SF,7,36,,,36%,64%,,-38.4,-35.6,0,1,0,0,0,0,0,2,1,0,2
