Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2011-12,19,MIL,NBA,SF,42,9,479,8.4,18.1,.467,0.6,2.5,.261,7.8,15.6,.500,4.7,5.8,.815,3.2,7.6,10.8,2.4,1.4,0.7,3.3,4.8,22.2,,104,106
2012-13,20,TOT,NBA,SF-PF,55,34,1299,9.3,20.4,.455,1.4,4.3,.315,7.9,16.1,.493,4.1,5.5,.752,2.9,8.5,11.4,2.7,1.3,1.8,2.6,4.8,24.0,,105,107
2012-13,20,MIL,NBA,SF,28,14,325,8.3,17.9,.461,1.1,3.3,.333,7.2,14.7,.489,3.6,4.1,.885,2.7,6.2,8.9,2.0,1.2,1.1,2.8,4.8,21.2,,104,107
2012-13,20,ORL,NBA,PF,27,20,974,9.6,21.2,.453,1.4,4.7,.310,8.2,16.6,.494,4.3,5.9,.721,3.0,9.3,12.3,3.0,1.3,2.0,2.6,4.8,25.0,,105,107
2013-14,21,ORL,NBA,PF,61,36,1850,9.2,19.8,.464,0.9,3.5,.254,8.3,16.3,.508,5.5,6.8,.807,2.4,9.3,11.7,2.3,1.1,0.7,2.2,4.0,24.7,,108,107
2014-15,22,ORL,NBA,SF,68,63,2369,9.5,20.5,.466,1.9,5.2,.364,7.7,15.3,.500,4.2,5.3,.788,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,,107,108
2015-16,23,TOT,NBA,PF,76,74,2513,8.3,17.7,.469,1.6,4.8,.335,6.7,13.0,.518,4.0,4.9,.831,1.9,8.3,10.2,3.4,1.3,0.8,2.2,3.1,22.3,,112,107
2015-16,23,ORL,NBA,PF,49,49,1610,7.8,16.8,.464,1.5,4.7,.311,6.3,12.1,.523,3.7,4.8,.784,2.2,8.4,10.6,3.1,1.5,0.9,2.4,2.8,20.8,,107,107
2015-16,23,DET,NBA,PF,27,25,903,9.3,19.5,.477,1.8,4.9,.375,7.4,14.5,.512,4.6,5.0,.911,1.4,8.0,9.4,3.9,1.0,0.7,1.7,3.5,25.0,,120,106
2016-17,24,DET,NBA,PF,50,38,1621,10.2,20.9,.490,2.1,6.3,.338,8.1,14.6,.555,3.5,3.9,.888,0.8,7.2,8.0,2.7,1.1,0.8,2.0,2.5,26.1,,112,108
