Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011-12,19,MIL,NBA,SF,42,9,479,5.9,12.7,.467,0.5,1.7,.261,5.5,11.0,.500,3.3,4.1,.815,2.3,5.3,7.6,1.7,1.0,0.5,2.3,3.4,15.6
2012-13,20,TOT,NBA,SF-PF,55,34,1299,6.5,14.2,.455,0.9,3.0,.315,5.5,11.2,.493,2.9,3.8,.752,2.0,5.9,8.0,1.9,0.9,1.2,1.8,3.3,16.7
2012-13,20,MIL,NBA,SF,28,14,325,5.9,12.7,.461,0.8,2.3,.333,5.1,10.4,.489,2.5,2.9,.885,1.9,4.4,6.3,1.4,0.9,0.8,2.0,3.4,15.1
2012-13,20,ORL,NBA,PF,27,20,974,6.7,14.7,.453,1.0,3.2,.310,5.7,11.5,.494,3.0,4.1,.721,2.1,6.4,8.5,2.1,0.9,1.4,1.8,3.3,17.3
2013-14,21,ORL,NBA,PF,61,36,1850,6.5,13.9,.464,0.6,2.5,.254,5.8,11.5,.508,3.8,4.7,.807,1.7,6.5,8.3,1.6,0.8,0.5,1.5,2.8,17.4
2014-15,22,ORL,NBA,SF,68,63,2369,6.7,14.4,.466,1.3,3.6,.364,5.4,10.8,.500,2.9,3.7,.788,1.1,5.4,6.5,1.9,1.0,0.5,1.7,2.0,17.7
2015-16,23,TOT,NBA,PF,76,74,2513,6.0,12.7,.469,1.1,3.4,.335,4.8,9.3,.518,2.9,3.5,.831,1.4,5.9,7.3,2.4,0.9,0.6,1.5,2.2,16.0
2015-16,23,ORL,NBA,PF,49,49,1610,5.6,12.1,.464,1.1,3.4,.311,4.6,8.7,.523,2.7,3.4,.784,1.6,6.1,7.6,2.2,1.1,0.6,1.7,2.0,15.0
2015-16,23,DET,NBA,PF,27,25,903,6.6,13.9,.477,1.3,3.5,.375,5.3,10.4,.512,3.3,3.6,.911,1.0,5.7,6.7,2.8,0.7,0.5,1.2,2.5,17.8
2016-17,24,DET,NBA,PF,50,38,1621,7.3,14.8,.490,1.5,4.5,.338,5.8,10.4,.555,2.5,2.8,.888,0.6,5.1,5.7,1.9,0.8,0.6,1.4,1.8,18.5
