Season,Team,Lg,Salary
2011-12,Milwaukee Bucks,NBA,"$1,418,160"
2012-13,Orlando Magic,NBA,"$1,524,480"
2013-14,Orlando Magic,NBA,"$1,545,840"
2014-15,Orlando Magic,NBA,"$2,380,594"
2015-16,Detroit Pistons,NBA,"$16,000,000"
