Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,580,13914,,24%,73%,3%,,-3.8,-2.5,206,149,179,443,2,66,10,1321,458,80,168
5 seasons,,POR,NBA,,301,6971,,9%,86%,5%,,-3.9,-2.8,91,79,92,207,0,29,0,537,199,27,82
3 seasons,,WAS,NBA,,186,4709,,34%,64%,1%,,-2.1,-1.2,72,42,54,155,2,18,10,574,173,35,49
2 seasons,,MIN,NBA,,93,2234,,45%,53%,2%,,-7.2,-3.9,43,28,33,81,0,19,0,210,86,18,37
