Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,26,DEN,NBA,PF,70,2555,,,,93%,7%,-0.0,+6.5,53,50,59,77,,35,,368,150,34,70
2001-02,27,DEN,NBA,PF,10,236,,,,87%,13%,-15.5,-9.5,12,3,5,7,,3,,41,15,2,6
2003-04,29,TOT,NBA,PF,42,927,,,6%,77%,16%,-0.3,+2.9,23,15,19,0,,0,,82,0,7,10
2003-04,29,NYK,NBA,PF,18,421,,,2%,74%,24%,+2.3,+4.3,13,7,7,22,,3,,45,19,6,3
2003-04,29,PHO,NBA,PF,24,506,,,10%,80%,10%,-2.5,+1.9,10,8,12,33,,8,,37,15,1,7
2004-05,30,DET,NBA,PF,77,1797,,,,98%,2%,+0.2,-8.0,28,23,42,93,,19,,159,79,16,47
2005-06,31,DET,NBA,PF,82,1733,,,,97%,3%,+4.5,-6.3,28,13,35,124,,20,,204,53,12,18
2006-07,32,DET,NBA,PF,82,1729,,,,90%,10%,+8.7,+7.0,31,18,26,143,,16,,172,61,19,12
2007-08,33,DET,NBA,PF,78,2285,,,,96%,4%,+7.2,-3.4,35,16,24,148,,15,,200,62,8,18
2008-09,34,DET,NBA,PF,62,1866,,,1%,85%,14%,-2.1,-2.9,22,10,19,122,,11,,190,39,17,11
2009-10,35,SAS,NBA,PF,77,1617,,,,95%,5%,+7.2,+2.6,35,17,27,86,,15,,193,25,9,12
2010-11,36,SAS,NBA,PF,73,1387,,,,94%,6%,+6.6,+0.2,37,15,20,86,,7,,197,24,2,10
