Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,250,5573,1%,75%,23%,,,-3.4,-1.0,63,93,50,165,17,25,14,774,191,55,115
2 seasons,,NYK,NBA,,151,3556,,66%,33%,1%,,-8.6,-6.0,49,45,35,116,9,16,11,432,130,37,67
2 seasons,,ATL,NBA,,99,2017,3%,92%,5%,,,+5.7,+7.9,14,48,15,49,8,9,3,342,61,18,48
