Player,Sim,1,2,3
Tim Hardaway,,3.1,1.9,0.8
Jeff Judkins,95.8,3.0,1.8,0.7
Quincy Pondexter,93.0,3.2,1.7,0.9
Greg Minor,92.2,3.0,2.1,0.6
Robert Pack,91.1,3.1,1.7,1.1
Andre Roberson,91.0,3.4,2.1,0.8
Ralph Johnson,90.4,2.9,1.6,0.8
Rick Adelman,88.5,3.4,2.2,0.7
Randy Foye,88.4,3.1,2.3,1.1
Alec Burks,87.7,3.2,1.5,1.0
Al Ferrari,87.4,3.3,1.9,1.4
