Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,21,UTA,NBA,C,45,434,.486,2.4,1.000,.784,.203,.014,.000,.000,.486,.586,.133,.000,,,.667,.216,14,,,,0,0
2014-15,22,UTA,NBA,C,82,2158,.604,2.1,.995,.785,.192,.007,.014,.005,.607,.710,.244,.000,.000,.000,.597,.344,135,,.000,,0,0
2015-16,23,UTA,NBA,C,61,1932,.559,1.8,1.000,.802,.175,.006,.017,.000,.559,.641,.226,.000,.333,,.626,.297,96,,,,0,0
2016-17,24,UTA,NBA,C,50,1682,.659,1.7,.997,.850,.139,.006,.000,.003,.661,.724,.292,.500,,.000,.741,.387,127,,.000,,1,0
