Player,Sim,1,2,3,4,5,6,7,8
Rudy Gobert,,9.3,6.4,0.4,,,,,
Hassan Whiteside,85.0,10.3,5.3,0.2,0.0,,,,
Manny Leaks,67.2,7.3,5.2,1.1,0.8,0.2,-0.2,,
Enes Kanter,65.2,8.1,6.4,2.3,2.2,1.7,,,
Skip Thoren,62.4,7.0,4.4,1.6,,,,,
Don Otten,61.4,8.5,5.8,4.9,1.7,,,,
Gheorghe Muresan,58.6,8.0,5.3,4.1,1.3,0.3,-0.1,,
Bob Houbregs,55.4,6.9,4.5,2.8,0.2,,,,
Gorgui Dieng,54.4,5.9,4.9,2.2,,,,,
Bob Rule,54.3,7.8,6.4,5.2,2.4,0.5,0.3,0.1,0.0
Steven Adams,50.1,6.5,4.1,2.9,,,,,
