Player,Sim,1,2,3
Rudy Gobert,,9.3,6.4,0.4
George Ratkovicz,84.7,9.3,6.0,2.8
Tree Rollins,76.3,9.2,6.4,5.0
Vlade Divac,76.1,8.3,5.0,1.8
Tom Owens,75.6,8.0,6.9,2.9
Moses Malone,75.3,10.2,8.7,1.9
Marvin Webster,73.9,8.7,3.9,1.3
Jonas Valanciunas,73.7,8.2,6.7,3.9
Manny Leaks,73.4,7.3,5.2,1.1
Jim Eakins,73.2,7.4,6.6,2.9
Tom Boerwinkle,72.8,9.0,4.4,2.6
