Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Career,,,NBA,,420,8961,19.5,.575,.028,.304,14.1,21.5,17.8,5.0,0.9,1.7,13.5,23.3,,16.7,8.3,25.0,.134,,-0.4,-2.1,-2.5,-1.1
4 seasons,,UTA,NBA,,265,5416,16.3,.541,.021,.265,12.9,20.7,16.7,4.7,0.9,1.6,14.6,22.6,,4.8,4.1,8.9,.079,,-1.8,-1.9,-3.7,-2.4
3 seasons,,OKC,NBA,,155,3545,24.4,.619,.036,.356,15.9,22.7,19.5,5.5,0.8,1.7,12.0,24.4,,11.9,4.2,16.1,.218,,1.7,-2.3,-0.6,1.3
