Season,Team,Lg,Salary
2011-12,Utah Jazz,NBA,"$4,133,280"
2012-13,Utah Jazz,NBA,"$4,443,360"
2013-14,Utah Jazz,NBA,"$4,505,280"
2014-15,Oklahoma City Thunder,NBA,"$5,694,674"
2015-16,Oklahoma City Thunder,NBA,"$16,400,000"
