Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,39,1165,.427,16.8,.507,.223,.060,.106,.117,.493,.514,.654,.476,.486,.293,.337,.374,.037,13,.879,.267,.326,2,0
5 seasons,,POR,NBA,,34,1021,.434,16.7,.507,.234,.059,.095,.118,.493,.519,.634,.500,.517,.306,.347,.375,.043,13,.904,.280,.333,2,0
1 season,,CHO,NBA,,5,144,.378,17.3,.511,.156,.067,.178,.111,.489,.478,.857,.333,.375,.200,.273,.364,.000,0,.667,.182,.250,0,0
