Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
Career,,,NBA,,39,1165,,1%,83%,17%,,-9.9,+1.0,31,24,6,21,2,5,6,239,23,4,13
5 seasons,,POR,NBA,,34,1021,,,81%,19%,,-7.0,+5.4,30,18,6,19,2,5,6,218,14,3,12
1 season,,CHO,NBA,,5,144,,4%,96%,,,-30.3,-30.3,1,6,0,2,0,0,0,21,9,1,1
