Player,Sim,1,2,3,4,5,6
Mickael Gelabale,,1.5,1.3,0.2,,,
Joel Freeland,94.9,1.6,1.4,0.2,,,
Tom Workman,88.4,1.4,1.3,0.4,0.1,,
Rudy Macklin,85.8,1.8,1.4,0.1,,,
Derrick Chievous,82.9,1.6,1.2,-0.1,,,
Kenny Battle,81.6,1.9,1.3,0.3,0.1,,
Mike Muscala,79.8,1.9,1.6,0.2,,,
Brian Rowsom,79.4,1.5,1.0,0.0,,,
Thomas Robinson,78.6,1.6,1.5,0.6,-0.1,,
Chris McNealy,78.3,1.6,0.8,0.2,,,
Zendon Hamilton,78.0,1.8,1.1,0.1,0.1,0.0,0.0
