Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2008-09,23,HOU,NBA,SG,13,181,,80%,20%,,,-5.6,-5.4,2,3,6,2,,4,0,21,11,3,8
2010-11,25,BOS,NBA,SG,3,5,,100%,,,,-21.1,-22.6,0,0,0,0,0,0,0,0,0,0,1
2011-12,26,ORL,NBA,SG,1,6,,,100%,,,-16.7,-4.1,1,0,0,1,0,0,0,0,0,0,0
