Player,Sim,1,2,3,4,5
Yakhouba Diawara,,0.7,0.5,0.5,-0.1,
Acie Law,90.8,0.7,0.6,0.4,-0.1,
Pearl Washington,81.2,0.7,0.7,0.5,,
Shawn Respert,72.8,0.8,0.7,0.5,0.1,
Chris Corchiani,67.2,0.9,0.4,0.3,,
Gerald Glass,63.1,0.9,0.5,0.3,0.1,
Keith McLeod,62.7,0.8,0.6,0.3,0.2,
Bryan Warrick,57.0,1.0,0.5,0.1,0.0,
Tracy Moore,56.0,0.6,0.5,0.3,0.3,0.1
Zoran Planinic,55.7,0.8,0.7,0.1,,
Mike D'Antoni,53.7,1.0,0.8,0.3,0.0,
