Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,20,BOS,NBA,PG,78,25,1831,3.7,8.8,.418,0.1,0.6,.207,3.6,8.3,.432,2.3,3.6,.647,1.5,4.3,5.7,5.8,2.5,0.2,2.7,3.6,9.9
2007-08,21,BOS,NBA,PG,77,77,2306,5.5,11.1,.492,0.1,0.3,.263,5.4,10.8,.499,1.7,2.7,.611,1.2,3.8,5.0,6.1,2.0,0.2,2.3,2.9,12.7
2008-09,22,BOS,NBA,PG,80,80,2642,5.2,10.3,.505,0.2,0.7,.313,5.0,9.7,.518,2.3,3.7,.642,1.4,4.3,5.7,9.0,2.0,0.1,2.8,2.6,13.0
2009-10,23,BOS,NBA,PG,81,81,2963,5.6,11.0,.508,0.2,1.0,.213,5.4,10.0,.536,2.1,3.4,.621,1.2,3.2,4.4,9.6,2.3,0.1,3.0,2.4,13.5
2010-11,24,BOS,NBA,PG,68,68,2527,4.5,9.5,.475,0.1,0.6,.233,4.4,8.9,.491,1.1,1.9,.568,1.2,3.0,4.2,10.8,2.2,0.2,3.3,1.7,10.3
2011-12,25,BOS,NBA,PG,53,53,1957,4.7,10.5,.448,0.2,0.8,.238,4.5,9.7,.464,2.0,3.3,.597,1.1,3.6,4.7,11.4,1.7,0.1,3.6,1.8,11.6
2012-13,26,BOS,NBA,PG,38,38,1423,5.7,11.8,.484,0.3,1.3,.240,5.4,10.5,.513,1.5,2.4,.645,1.1,4.3,5.4,10.6,1.8,0.2,3.7,2.4,13.2
2013-14,27,BOS,NBA,PG,30,30,998,5.1,12.6,.403,0.9,3.2,.289,4.1,9.4,.442,1.5,2.4,.627,0.8,5.1,5.9,10.6,1.4,0.1,3.6,2.3,12.6
2014-15,28,TOT,NBA,PG,68,68,2018,4.9,11.5,.426,0.5,1.5,.314,4.4,10.0,.444,0.6,1.4,.397,1.3,5.4,6.7,9.6,1.6,0.1,3.7,2.7,10.8
2014-15,28,BOS,NBA,PG,22,22,699,4.2,10.3,.405,0.4,1.6,.250,3.8,8.7,.435,0.6,1.9,.333,1.3,7.2,8.5,12.2,1.9,0.2,3.9,2.2,9.4
2014-15,28,DAL,NBA,PG,46,46,1319,5.3,12.1,.436,0.5,1.5,.352,4.8,10.7,.448,0.5,1.1,.452,1.3,4.4,5.7,8.2,1.5,0.1,3.7,3.0,11.6
2015-16,29,SAC,NBA,PG,72,72,2537,5.0,11.1,.454,0.9,2.4,.365,4.2,8.7,.479,1.2,2.1,.580,1.1,5.1,6.2,11.9,2.0,0.1,3.9,2.5,12.2
2016-17,30,CHI,NBA,PG,42,29,1127,3.7,10.1,.363,0.7,2.2,.324,3.0,8.0,.373,0.5,1.0,.567,1.2,5.9,7.2,8.8,1.8,0.2,3.2,2.6,8.6
