Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2006-07,20,BOS,NBA,PG,78,1831,79%,21%,,,,+0.8,+8.7,66,23,48,60,,22,,701,70,15,47
2007-08,21,BOS,NBA,PG,77,2306,100%,,,,,+14.1,+6.3,66,35,46,66,,25,,925,71,26,86
2008-09,22,BOS,NBA,PG,80,2642,100%,,,,,+10.1,+5.1,129,36,44,47,,19,,1495,103,26,83
2009-10,23,BOS,NBA,PG,81,2963,98%,2%,,,,+4.7,+2.4,172,35,39,62,,14,,1773,118,35,90
2010-11,24,BOS,NBA,PG,68,2527,93%,7%,,,,+8.7,+7.4,160,43,31,40,,15,,1672,51,16,62
2011-12,25,BOS,NBA,PG,53,1957,100%,,,,,+5.0,+5.6,134,39,20,23,,10,,1370,62,16,60
2012-13,26,BOS,NBA,PG,38,1423,100%,,,,,-2.6,-3.3,103,28,17,27,,12,5,922,36,7,24
2013-14,27,BOS,NBA,PG,30,998,98%,2%,,,,-10.0,-6.5,64,27,8,22,4,5,2,668,30,9,27
2014-15,28,TOT,NBA,PG,68,2018,90%,10%,,,,-2.5,-3.0,149,42,19,0,0,0,0,1240,0,7,34
2014-15,28,BOS,NBA,PG,22,699,99%,1%,,,,-2.5,-3.0,52,16,7,15,3,1,1,542,11,3,14
2014-15,28,DAL,NBA,PG,46,1319,86%,14%,,,,-1.3,-6.5,97,26,12,32,9,4,10,698,12,4,20
2015-16,29,SAC,NBA,PG,72,2537,58%,42%,,,,-3.3,-1.3,178,68,33,49,4,9,15,1871,37,6,54
2016-17,30,CHI,NBA,PG,41,1107,100%,,,,,+0.3,+0.3,20,70,7,21,1,2,7,597,9,1,21
