Player,Sim,1,2,3,4,5,6
Tiago Splitter,,8.2,4.6,4.3,4.0,2.3,1.7
Harvey Grant,90.0,6.7,5.0,4.3,3.9,2.6,1.7
Kenny Thomas,89.9,6.6,4.6,4.4,4.3,2.2,2.2
Armen Gilliam,89.8,7.6,5.1,4.6,4.5,2.8,1.3
Matt Bonner,88.4,6.8,4.2,4.1,3.7,2.2,2.0
John Johnson,88.4,6.2,4.6,4.3,4.0,2.5,2.1
Chris Morris,87.6,7.2,4.7,4.5,3.8,3.2,2.8
Adam Keefe,87.2,6.5,4.6,4.1,3.3,2.3,1.4
Kevin Willis,86.6,8.6,4.7,4.7,4.4,4.2,2.7
Cazzie Russell,85.8,7.3,5.9,5.2,4.1,2.2,2.0
Dennis Scott,85.8,8.8,5.0,4.6,2.8,2.6,0.7
