Player,Sim,1,2,3,4,5
Norris Cole,,1.4,1.2,0.6,0.0,-0.1
Michael Carter-Williams,90.4,1.3,1.2,0.8,,
Steve Harris,89.5,1.3,1.2,0.8,0.0,-0.1
Chris Smith,83.0,1.2,1.1,0.9,,
Corky Devlin,79.0,1.8,1.2,0.8,,
Richie Frahm,78.3,1.5,1.0,0.5,-0.2,
Jimmy O'Brien,76.4,1.4,1.4,1.0,0.2,
Ernie DiGregorio,76.3,1.3,1.2,0.6,0.1,-0.6
Steve Alford,76.2,1.4,0.9,0.6,0.3,
Isaiah Canaan,74.8,1.4,1.4,0.2,,
Richie Regan,74.1,1.6,1.5,0.4,,
