Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,64,0,17.2,1.7,4.0,.427,0.6,1.5,.388,1.1,2.4,.452,.502,0.6,0.7,.783,0.1,1.1,1.2,1.5,0.5,0.1,0.9,1.8,4.5
3 seasons,,MIA,NBA,,60,0,16.5,1.6,3.6,.429,0.6,1.4,.417,1.0,2.2,.436,.509,0.6,0.7,.791,0.1,1.1,1.2,1.5,0.5,0.1,0.8,1.6,4.3
1 season,,NOP,NBA,,4,0,26.5,3.8,9.0,.417,0.8,3.5,.214,3.0,5.5,.545,.458,0.5,0.8,.667,0.3,1.5,1.8,1.8,0.0,0.3,2.0,3.8,8.8
