Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,26,SAS,NBA,SG,80,1,1685,6.1,13.5,.451,2.8,6.6,.419,3.3,6.9,.481,1.8,2.2,.808,0.4,3.7,4.2,2.1,0.6,0.1,1.7,3.2,16.7
2011-12,27,SAS,NBA,SG,56,7,1206,6.3,14.5,.436,2.5,5.9,.419,3.9,8.6,.448,1.5,1.9,.781,0.4,3.2,3.5,3.5,0.8,0.1,1.8,2.2,16.6
2012-13,28,SAS,NBA,SG,68,17,1484,6.0,14.5,.412,2.2,6.1,.355,3.8,8.4,.454,1.6,1.8,.865,0.3,3.2,3.5,3.1,0.7,0.0,1.7,2.3,15.6
2013-14,29,TOT,NBA,SG,52,3,1114,6.2,15.2,.410,2.2,5.8,.378,4.0,9.4,.430,3.0,3.4,.895,0.3,2.6,2.9,2.7,0.6,0.0,2.1,2.1,17.7
2013-14,29,MIL,NBA,SG,30,2,607,6.4,16.4,.390,2.4,6.6,.360,4.0,9.8,.410,2.7,3.2,.833,0.5,2.5,3.0,2.7,0.4,0.0,2.3,1.5,17.9
2013-14,29,CHA,NBA,SG,22,1,507,6.0,13.8,.438,2.0,4.9,.406,4.0,8.9,.456,3.5,3.6,.961,0.1,2.7,2.8,2.6,0.8,0.0,1.8,2.8,17.5
2014-15,30,TOT,NBA,SG,54,1,1193,5.7,15.2,.374,1.5,4.9,.305,4.2,10.2,.407,3.5,4.1,.867,0.4,3.5,3.9,3.0,0.7,0.0,2.0,2.7,16.4
2014-15,30,CHO,NBA,SG,43,0,931,5.5,15.4,.359,1.5,5.1,.293,4.0,10.2,.392,3.4,3.9,.863,0.5,3.1,3.6,3.1,0.6,0.0,2.1,2.7,16.0
2014-15,30,MIN,NBA,SG,11,1,262,6.2,14.4,.429,1.5,4.3,.355,4.7,10.2,.459,4.0,4.5,.879,0.0,4.8,4.8,2.7,1.0,0.0,1.4,2.5,17.9
2015-16,31,WAS,NBA,SG,40,2,807,6.7,14.5,.465,1.8,4.5,.410,4.9,10.0,.489,2.1,2.5,.855,0.5,3.2,3.7,2.1,0.9,0.0,1.3,2.5,17.4
2016-17,32,ATL,NBA,SG,2,0,18,0.0,14.0,.000,0.0,4.0,.000,0.0,10.0,.000,8.0,8.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0
