Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2010-11,26,SAS,NBA,SG,80,1,1685,8.8,19.5,.451,4.0,9.5,.419,4.8,10.0,.481,2.6,3.2,.808,0.6,5.4,6.0,3.0,0.8,0.1,2.4,4.6,24.2,,110,109
2011-12,27,SAS,NBA,SG,56,7,1206,9.1,20.8,.436,3.6,8.5,.419,5.5,12.3,.448,2.1,2.7,.781,0.5,4.5,5.1,5.0,1.2,0.1,2.6,3.2,23.9,,107,107
2012-13,28,SAS,NBA,SG,68,17,1484,8.4,20.5,.412,3.1,8.6,.355,5.4,11.9,.454,2.2,2.5,.865,0.4,4.5,4.9,4.4,1.0,0.1,2.4,3.2,22.1,,99,106
2013-14,29,TOT,NBA,SG,52,3,1114,9.0,22.0,.410,3.2,8.4,.378,5.8,13.6,.430,4.4,4.9,.895,0.5,3.7,4.2,3.9,0.8,0.0,3.0,3.0,25.6,,102,113
2013-14,29,MIL,NBA,SG,30,2,607,9.3,23.9,.390,3.4,9.6,.360,5.9,14.3,.410,3.9,4.7,.833,0.7,3.6,4.3,4.0,0.6,0.0,3.4,2.2,25.9,,98,117
2013-14,29,CHA,NBA,SG,22,1,507,8.7,19.9,.438,2.9,7.1,.406,5.8,12.8,.456,5.0,5.2,.961,0.2,3.9,4.1,3.8,1.1,0.0,2.6,4.0,25.3,,108,108
2014-15,30,TOT,NBA,SG,54,1,1193,8.1,21.7,.374,2.2,7.1,.305,6.0,14.6,.407,5.0,5.8,.867,0.6,5.0,5.6,4.3,1.0,0.0,2.8,3.8,23.4,,96,109
2014-15,30,CHO,NBA,SG,43,0,931,7.9,22.1,.359,2.2,7.4,.293,5.8,14.7,.392,4.9,5.7,.863,0.8,4.4,5.2,4.4,0.9,0.1,3.1,3.9,22.9,,93,108
2014-15,30,MIN,NBA,SG,11,1,262,8.7,20.4,.429,2.1,6.0,.355,6.6,14.4,.459,5.6,6.4,.879,0.0,6.8,6.8,3.9,1.4,0.0,1.9,3.5,25.2,,110,114
2015-16,31,WAS,NBA,SG,40,2,807,9.1,19.6,.465,2.5,6.0,.410,6.6,13.6,.489,2.8,3.3,.855,0.7,4.3,5.0,2.8,1.2,0.1,1.8,3.3,23.6,,107,109
2016-17,32,ATL,NBA,SG,2,0,18,0.0,19.2,.000,0.0,5.5,.000,0.0,13.7,.000,11.0,11.0,1.000,0.0,2.7,2.7,2.7,0.0,0.0,0.0,2.7,11.0,,61,114
