Player,Sim,1,2,3,4,5,6
Gary Neal,,3.5,2.5,1.9,1.4,1.0,0.6
Larry Wright,91.3,3.5,2.7,1.8,1.4,1.2,0.0
Dell Curry,89.6,3.2,2.7,2.0,1.8,0.9,0.5
Ron Lee,89.5,3.8,2.8,1.6,1.4,0.8,0.3
Anthony Bowie,88.8,2.9,2.5,2.0,1.3,0.7,0.5
Clint Richardson,88.6,3.3,2.4,1.9,1.8,1.1,1.0
Quintin Dailey,87.9,3.7,2.6,2.1,1.3,1.0,-0.3
Jordan Farmar,87.4,3.9,2.8,1.9,1.8,0.9,0.8
Charles Johnson,87.1,3.7,2.4,1.4,1.1,1.0,0.9
Wes Matthews,86.4,3.0,2.6,1.6,1.3,0.7,0.4
Nick Young,86.1,2.8,2.3,1.9,1.4,1.2,0.4
