Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,21,CHH,NBA,PG,82,3192,97%,2%,,,,+4.7,+11.0,121,52,53,106,,33,,1284,132,35,53
2001-02,22,CHH,NBA,PG,82,3318,89%,9%,1%,,,+2.1,+7.0,138,60,48,110,,26,,1478,144,44,73
2002-03,23,NOH,NBA,PG,50,1889,88%,11%,1%,,,+4.3,+3.7,94,31,15,51,,12,,700,58,14,44
2003-04,24,NOH,NBA,PG,67,2686,54%,39%,8%,,,+2.8,+9.7,120,50,45,61,,23,,1105,140,38,70
2004-05,25,TOT,NBA,PG,46,1581,59%,40%,1%,,,+2.0,+9.1,87,23,21,0,,0,,829,0,23,24
2004-05,25,NOH,NBA,PG,18,593,66%,32%,2%,,,-3.6,+5.6,21,10,7,14,,2,,287,39,10,4
2004-05,25,GSW,NBA,PG,28,988,55%,45%,,,,+5.2,+10.1,66,13,14,23,,9,,542,54,13,20
2005-06,26,GSW,NBA,PG,54,1971,53%,45%,3%,,,+0.2,+4.0,93,32,34,62,,11,,1102,114,31,42
2006-07,27,GSW,NBA,PG,63,2221,89%,8%,3%,,,+4.7,+11.9,107,49,37,71,,13,,1167,151,47,64
2007-08,28,GSW,NBA,PG,82,3196,92%,7%,1%,,,+3.4,+7.5,136,49,47,102,,22,,1441,181,42,71
2008-09,29,LAC,NBA,PG,65,2248,90%,10%,,,,-8.8,+2.7,130,33,30,89,,13,,1095,82,18,57
2009-10,30,LAC,NBA,PG,75,2523,91%,9%,,,,-4.6,+6.9,131,45,35,105,,17,,1306,109,26,58
2010-11,31,TOT,NBA,PG,58,1649,88%,12%,,,,-0.8,+7.3,100,28,18,0,,0,,857,0,16,32
2010-11,31,LAC,NBA,PG,43,1269,88%,12%,,,,-0.4,+4.8,74,19,14,61,,7,,653,44,11,23
2010-11,31,CLE,NBA,PG,15,380,88%,12%,,,,-2.5,+7.8,26,9,4,11,,2,,204,14,5,9
2011-12,32,NYK,NBA,PG,29,595,94%,6%,,,,+3.2,-0.2,54,14,8,26,,5,,310,12,3,8
