Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,22,PHO,NBA,SF,4,139,,,100%,,,-3.5,26.2,3,2,1,8,,0,0,8,7,1,3
2002-03,24,PHO,NBA,SF,6,282,,2%,94%,4%,,-3.9,65.9,7,5,1,9,,1,0,26,12,2,5
2004-05,26,PHO,NBA,PF,15,635,,,26%,74%,,4.4,-0.4,12,6,3,29,,1,0,58,15,5,13
2005-06,27,PHO,NBA,PF,20,849,,3%,45%,24%,27%,3.5,10.4,6,7,9,35,,1,0,76,31,7,14
2006-07,28,PHO,NBA,SF,11,455,,5%,67%,28%,,8.9,24.0,7,4,1,20,,0,0,31,17,5,10
2009-10,31,DAL,NBA,SF,6,148,,,69%,31%,,8.5,18.8,4,2,2,5,,2,0,12,2,1,4
2010-11,32,DAL,NBA,SF,21,690,,,96%,4%,,6.2,-2.8,18,13,5,23,1,2,0,107,21,5,18
2011-12,33,DAL,NBA,SF,4,140,,,55%,45%,,-4.8,5.3,4,4,2,6,1,1,0,10,4,0,2
2013-14,35,DAL,NBA,SF,7,193,,,66%,34%,,-5.9,-8.0,1,3,1,7,0,1,0,33,4,1,3
2014-15,36,CLE,NBA,SF,6,25,,46%,54%,,,2.1,-3.0,0,0,0,0,0,0,0,3,0,0,1
