Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2004-05,19,MIA,NBA,SF,3,27,,54%,46%,,,-12.5,-20.0,1,2,0,1,,0,,6,0,0,0
2005-06,20,MIA,NBA,SF,20,132,16%,69%,15%,,,-21.3,-26.5,7,4,3,7,,0,,18,9,2,3
2006-07,21,MIA,NBA,SF,66,1292,,58%,42%,,,-5.7,-7.5,27,17,21,56,,8,,209,40,11,19
2007-08,22,MIA,NBA,SF,44,1104,,1%,75%,24%,,-6.4,+4.2,18,3,8,48,,3,,131,34,6,11
2008-09,23,MIA,NBA,SF,6,73,,45%,52%,2%,,-12.4,-12.7,3,1,2,6,,0,,5,2,0,2
2009-10,24,MIA,NBA,SF,72,1496,,33%,67%,,,+2.2,-1.1,31,19,3,67,,0,,194,24,7,11
2010-11,25,GSW,NBA,SF,82,3147,,3%,90%,8%,,-2.7,-0.1,78,36,19,97,,6,,578,97,14,48
2011-12,26,GSW,NBA,SF,61,1650,,7%,87%,6%,,-5.7,-4.3,26,14,11,55,,2,,218,35,4,22
2012-13,27,PHI,NBA,SF,79,1783,5%,43%,47%,4%,,-5.8,-4.1,34,20,10,56,,3,6,333,54,8,16
2013-14,28,POR,NBA,SF,68,984,,13%,80%,7%,,+2.9,-1.3,19,12,7,40,2,1,1,154,28,3,6
2014-15,29,POR,NBA,SF,48,592,,,45%,55%,,+6.3,+2.4,13,5,0,30,3,0,2,98,17,6,3
