Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2007-08,22,WAS,NBA,SG,70,695,,2%,81%,15%,1%,-13.8,-16.0,18,18,4,37,,1,,94,13,2,10
2008-09,23,WAS,NBA,SF,79,2072,,,90%,8%,2%,-8.5,-0.6,55,18,19,84,,10,,433,48,9,35
2009-10,24,TOT,NBA,SF,51,307,,12%,69%,18%,,-16.8,-12.2,10,5,2,0,,0,,23,0,1,8
2009-10,24,WAS,NBA,SF,41,240,,,78%,22%,,-14.4,-9.5,4,4,2,18,,1,,17,3,1,6
2009-10,24,SAC,NBA,SF,10,67,,55%,39%,6%,,-25.2,-20.9,6,1,0,2,,0,,6,1,0,2
2010-11,25,CHA,NBA,SF,52,760,,,49%,31%,19%,-4.9,-0.5,13,5,7,51,,7,,90,19,5,21
2011-12,26,GSW,NBA,PF,64,1127,,1%,13%,75%,11%,-4.7,-1.6,29,19,8,58,,5,,263,21,4,15
2012-13,27,TOT,NBA,SF,26,387,,,93%,6%,2%,-11.7,-11.6,7,3,2,0,,0,0,45,0,0,6
2012-13,27,TOR,NBA,SF,15,230,,,91%,6%,3%,-6.3,-5.0,3,2,2,10,,1,3,23,3,0,2
2012-13,27,NOH,NBA,SF,9,145,,,98%,2%,,-19.2,-15.1,4,1,0,6,,0,0,20,1,0,4
2012-13,27,IND,NBA,SF,2,12,,,69%,31%,,-21.3,-26.3,0,0,0,0,,0,0,2,1,0,0
