Player,Sim,1,2,3,4,5,6,7
Dominic McGuire,,1.7,1.5,0.9,0.3,0.0,-0.2,
Charles Pittman,88.2,1.7,1.5,0.9,0.1,,,
Jan Vesely,80.6,1.7,1.6,0.7,,,,
Andrew Nicholson,79.0,1.7,1.6,0.6,0.1,,,
Terry Driscoll,78.7,1.7,1.7,1.5,0.3,0.0,,
Rafael Addison,78.1,1.5,1.5,0.9,0.4,0.4,0.2,
Cliff Meely,77.7,1.8,1.2,1.0,0.4,0.2,,
Tony Brown,76.8,1.8,1.3,0.9,0.5,0.2,0.2,0.0
Thomas Robinson,76.8,1.6,1.5,0.6,-0.1,,,
Cliff Pondexter,76.0,2.2,1.5,1.0,,,,
Bob Portman,73.9,1.9,1.2,0.8,0.5,,,
