Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Career,,,NBA,,3,0,15,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.6,7.3,.500,3.6,7.3,10.9,3.6,3.6,3.6,0.0,3.6,3.6,,161,102
1 season,,WAS,NBA,,3,0,15,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.6,7.3,.500,3.6,7.3,10.9,3.6,3.6,3.6,0.0,3.6,3.6,,161,102
