Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2008-09,27,PHI,NBA,SG,6,45,.273,17.8,.364,.182,.091,.000,.091,.636,.250,.500,.000,,.000,.286,1.000,.000,0,1.000,.571,.500,0,0
2009-10,28,MIL,NBA,SG,3,11,.333,11.8,.667,.500,.000,.167,.000,.333,.500,.667,,.000,,.000,.000,.000,0,,.500,.000,0,0
2010-11,29,OKC,NBA,SG,2,6,1.000,22.5,.000,.000,.000,.000,.000,1.000,,,,,,1.000,,.000,0,1.000,1.000,1.000,0,0
2011-12,30,OKC,NBA,SG,5,21,.364,18.9,.545,.000,.091,.182,.273,.455,.333,,.000,.500,.333,.400,.500,.000,0,1.000,.600,.667,0,0
