Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2004-05,23,ATL,NBA,PG,62,809,.429,9.7,.955,.318,.247,.136,.253,.045,.434,.556,.388,.296,.400,.333,.524,.005,1,.667,.111,1.000,2,0
2005-06,24,ATL,NBA,PG,73,978,.439,12.1,.962,.254,.117,.148,.443,.038,.441,.672,.226,.308,.410,.400,.741,.004,1,1.000,.200,.000,1,0
2006-07,25,ATL,NBA,PG,53,539,.448,13.7,.888,.238,.105,.140,.406,.112,.465,.559,.333,.300,.500,.313,.763,.000,0,1.000,.250,.750,2,0
2007-08,26,MIL,NBA,PG,75,1437,.394,13.5,.717,.299,.093,.082,.243,.283,.421,.460,.286,.226,.489,.327,.632,.005,2,1.000,.449,.333,1,0
2008-09,27,PHI,NBA,SG,71,861,.332,16.8,.452,.216,.067,.087,.082,.548,.319,.422,.214,.111,.353,.342,.467,.000,0,1.000,.518,.339,0,0
2009-10,28,TOT,NBA,SG,44,326,.422,15.1,.578,.229,.133,.096,.120,.422,.438,.684,.273,.250,.300,.400,.524,.000,0,.929,.400,.357,1,0
2009-10,28,PHI,NBA,SG,26,236,.473,14.5,.564,.218,.182,.073,.091,.436,.452,.583,.300,.500,.400,.500,.429,.000,0,.917,.375,.333,0,0
2009-10,28,MIL,NBA,SG,18,90,.321,16.3,.607,.250,.036,.143,.179,.393,.412,.857,.000,.000,.200,.182,.714,.000,0,1.000,.455,.400,1,0
2010-11,29,OKC,NBA,SG,25,155,.421,17.6,.579,.105,.105,.105,.263,.421,.409,.750,.750,.500,.100,.438,.556,.000,0,.857,.375,.500,0,0
2011-12,30,OKC,NBA,SG,34,354,.356,19.5,.274,.068,.110,.027,.068,.726,.400,1.000,.125,.500,.200,.340,.375,.000,0,1.000,.566,.400,0,0
2012-13,31,PHI,NBA,SG,53,698,.431,18.8,.389,.132,.083,.056,.118,.611,.446,.684,.250,.375,.353,.420,.520,.000,0,1.000,.386,.412,0,0
2013-14,32,OKC,NBA,SG,2,5,.000,17.0,.500,.000,.500,.000,.000,.500,.000,,.000,,,.000,,.000,0,,.000,,0,0
