Player,Sim,1,2,3,4,5,6,7,8,9,10
Royal Ivey,,1.0,0.9,0.7,0.6,0.5,0.3,0.2,0.2,0.2,0.0
Sebastian Telfair,76.2,1.1,0.8,0.8,0.7,0.6,0.5,0.4,0.3,0.1,-0.4
Brook Steppe,63.4,1.3,1.1,1.0,0.7,0.6,,,,,
Mitchell Butler,57.9,1.1,0.6,0.5,0.5,0.3,0.1,0.1,-0.2,,
John Warren,57.6,1.7,0.9,0.8,0.5,0.3,,,,,
Kevin McKenna,56.3,1.7,0.9,0.7,0.6,0.5,-0.3,,,,
Reggie Jordan,55.0,1.2,0.8,0.6,0.4,0.3,-0.2,,,,
Rodney Buford,54.2,0.8,0.8,0.8,0.6,-0.2,,,,,
Rex Walters,53.3,1.6,1.6,1.2,0.9,0.5,0.4,0.3,,,
Steve Alford,50.1,1.4,0.9,0.6,0.3,,,,,,
Morlon Wiley,50.1,1.1,0.9,0.5,0.2,0.1,0.1,-0.2,,,
