Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2001-02,23,NJN,NBA,PF,28,290,,,4%,62%,34%,+2.7,-1.8,11,4,9,13,,4,,51,6,1,9
2002-03,24,NJN,NBA,PF,59,724,,,,66%,34%,+0.5,-6.6,31,8,7,36,,2,,99,15,3,10
2003-04,25,NJN,NBA,PF,69,928,,,,53%,47%,-0.8,-4.7,17,8,17,48,,7,,143,29,4,9
2004-05,26,NJN,NBA,PF,54,1167,,,22%,72%,6%,+0.9,+3.7,28,18,20,36,,10,,190,31,6,25
2005-06,27,BOS,NBA,PF,71,938,,,8%,76%,16%,-2.5,-1.2,22,8,20,53,,10,,117,14,2,6
2006-07,28,BOS,NBA,PF,54,1027,,,8%,80%,11%,-3.9,-0.0,24,5,15,73,,1,,134,12,2,4
2007-08,29,BOS,NBA,PF,48,512,,,5%,84%,11%,+6.4,-5.9,11,4,11,37,,5,,97,8,0,4
2008-09,30,BOS,NBA,C,39,504,,,12%,49%,40%,+11.6,+3.6,4,1,7,41,,4,,42,8,1,7
2009-10,31,BOS,NBA,PF,52,472,,,41%,59%,,-7.2,-12.8,8,4,5,26,,2,,63,2,0,1
2010-11,32,CHI,NBA,PF,18,88,,,2%,87%,11%,+1.0,-7.4,5,0,0,14,,0,,14,0,0,1
2011-12,33,CHI,NBA,PF,28,122,,,1%,66%,33%,+10.7,+1.1,4,1,4,5,,2,,32,2,0,2
