Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,23,NJN,NBA,PF,28,290,.343,12.2,.851,.358,.075,.119,.299,.149,.351,.458,.000,.375,.300,.300,.550,.060,3,1.000,.200,.000,1,0
2002-03,24,NJN,NBA,PF,59,724,.402,13.1,.769,.290,.112,.071,.296,.231,.415,.490,.368,.417,.360,.359,.667,.024,2,.857,.154,.000,0,0
2003-04,25,NJN,NBA,PF,69,928,.394,13.8,.812,.252,.083,.106,.372,.188,.429,.491,.389,.435,.395,.244,.803,.037,8,1.000,.293,.417,0,0
2004-05,26,NJN,NBA,PF,54,1167,.398,12.5,.795,.292,.142,.087,.274,.205,.417,.577,.298,.276,.352,.324,.718,.024,7,1.000,.441,.367,0,0
2005-06,27,BOS,NBA,PF,71,938,.383,17.6,.549,.171,.062,.041,.275,.451,.406,.576,.417,.250,.321,.356,.674,.016,3,.968,.391,.294,0,0
2006-07,28,BOS,NBA,PF,54,1027,.403,19.7,.424,.136,.026,.047,.215,.576,.407,.462,.600,.778,.268,.400,.545,.005,1,1.000,.336,.378,1,0
2007-08,29,BOS,NBA,PF,48,512,.309,17.0,.511,.170,.128,.032,.181,.489,.292,.438,.167,.333,.235,.326,.857,.021,1,1.000,.478,.364,1,0
2008-09,30,BOS,NBA,C,39,504,.421,18.9,.465,.140,.035,.035,.254,.535,.453,.813,.250,.500,.276,.393,.958,.044,5,.958,.590,.361,0,0
2009-10,31,BOS,NBA,PF,52,472,.341,19.7,.424,.118,.024,.012,.271,.576,.361,.700,.000,.000,.261,.327,.923,.000,0,1.000,.571,.429,0,0
2010-11,32,CHI,NBA,PF,18,88,.526,18.5,.737,.053,.105,.105,.474,.263,.714,1.000,.500,.500,.778,.000,.800,.000,0,,.600,.000,0,0
2011-12,33,CHI,NBA,PF,28,122,.467,13.0,.767,.233,.233,.033,.267,.233,.565,.571,.571,1.000,.500,.143,.692,.000,0,1.000,.429,.000,0,0
