Player,Sim,1,2,3,4,5
Iman Shumpert,,2.4,2.0,1.9,1.7,1.5
Marko Jaric,90.4,2.8,2.3,1.9,1.5,1.5
Earl Watson,89.4,2.7,2.3,2.3,1.8,1.5
Tony Allen,87.8,2.7,2.7,1.9,1.7,1.6
Evan Turner,86.3,2.5,2.4,2.3,2.1,1.4
Randy Foye,82.9,3.1,2.3,2.2,1.7,1.1
George Dempsey,81.4,3.5,2.2,2.1,1.5,1.4
Mike Bratz,80.0,2.7,2.1,1.7,1.5,0.4
Gordan Giricek,78.9,2.4,1.9,1.8,1.6,-0.2
Robert Pack,78.6,3.1,2.7,2.2,1.7,1.1
John Battle,78.4,3.2,2.3,1.7,1.5,1.0
