Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16 <3,3P,2P,0-3,3-10,10-16,16 <3,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
Career,,,NBA,,301,6549,.421,14.5,.753,.201,.112,.146,.295,.247,.429,.571,.346,.432,.361,.396,.593,.041,95,.918,.409,.428,4,0
2 seasons,,CLE,NBA,,149,4537,.430,13.9,.789,.204,.131,.164,.290,.211,.437,.585,.344,.446,.370,.402,.590,.041,69,.901,.387,.449,3,0
2 seasons,,TOR,NBA,,95,1436,.396,15.8,.686,.189,.067,.109,.322,.314,.392,.515,.343,.368,.337,.406,.574,.040,19,.925,.473,.410,1,0
1 season,,NJN,NBA,,57,576,.398,17.0,.569,.199,.039,.061,.271,.431,.437,.583,.429,.364,.347,.346,.689,.039,7,1.000,.385,.367,0,0
