Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Career,,,NBA,,62,0,11.4,1.9,4.2,.456,1.1,2.5,.427,0.9,1.7,.500,.584,0.5,0.6,.816,0.1,1.1,1.2,1.1,0.4,0.0,0.5,0.9,5.5
5 seasons,,SAS,NBA,,57,0,12.1,2.1,4.5,.459,1.2,2.7,.426,0.9,1.8,.510,.588,0.5,0.6,.811,0.2,1.1,1.3,1.2,0.5,0.0,0.5,0.9,5.8
2 seasons,,POR,NBA,,5,0,3.4,0.4,1.2,.333,0.2,0.4,.500,0.2,0.8,.250,.417,0.2,0.2,1.000,0.0,0.2,0.2,0.6,0.0,0.0,0.4,0.2,1.2
