Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2005-06,22,GSW,NBA,PF,69,1031,,,2%,85%,12%,-3.7,-2.5,13,15,50,75,,30,,64,86,22,41
2006-07,23,TOT,NBA,PF,59,760,,,1%,78%,21%,-2.9,-1.2,12,19,36,0,,0,,58,0,15,35
2006-07,23,GSW,NBA,PF,17,222,,,2%,66%,32%,-7.4,-7.2,6,5,7,17,,2,,10,22,7,7
2006-07,23,IND,NBA,PF,42,538,,,,83%,17%,-0.9,+2.5,6,14,29,38,,13,,48,43,8,28
2007-08,24,IND,NBA,PF,30,305,,,,62%,38%,-10.4,-9.6,7,4,9,21,,2,,25,21,3,19
2008-09,25,TOT,NBA,PF,29,215,,,14%,80%,6%,-20.1,-18.7,2,7,3,0,,0,,7,0,7,12
2008-09,25,POR,NBA,PF,19,73,,,4%,95%,1%,-30.6,-37.6,1,3,2,3,,1,,0,9,0,5
2008-09,25,SAC,NBA,PF,10,142,,,19%,72%,9%,-14.7,-5.4,1,4,1,8,,1,,7,15,7,7
2010-11,27,LAC,NBA,PF,36,470,,,1%,83%,16%,-8.2,-5.1,3,8,11,35,,2,,4,30,10,16
2011-12,28,SAS,NBA,PF,2,14,,,,8%,92%,+36.8,+29.0,0,0,1,0,,0,,0,1,0,1
