Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,22,POR,NBA,SG,3,0,34,8,14,.571,1,2,.500,7,12,.583,.607,0,0,,0,2,2,1,3,0,0,4,17
1995-96,23,POR,NBA,SG,5,4,134,11,30,.367,2,8,.250,9,22,.409,.400,7,9,.778,4,14,18,9,6,2,9,13,31
1996-97,24,DET,NBA,SG,5,0,97,7,20,.350,1,5,.200,6,15,.400,.375,0,0,,1,9,10,10,6,2,3,12,15
1998-99,26,PHI,NBA,SG,6,0,97,7,23,.304,0,1,.000,7,22,.318,.304,6,7,.857,4,11,15,11,4,0,1,17,20
1999-00,27,PHI,NBA,SG,10,6,331,50,103,.485,12,35,.343,38,68,.559,.544,26,31,.839,4,32,36,46,4,2,16,26,138
2000-01,28,PHI,NBA,SG,23,16,892,125,301,.415,27,64,.422,98,237,.414,.460,59,75,.787,24,95,119,121,34,3,46,67,336
2001-02,29,PHI,NBA,SG,5,0,146,20,46,.435,6,16,.375,14,30,.467,.500,7,10,.700,2,16,18,12,10,0,10,12,53
2002-03,30,PHI,NBA,SF,12,0,315,38,71,.535,5,9,.556,33,62,.532,.570,12,14,.857,5,38,43,22,10,2,15,31,93
2004-05,32,PHI,NBA,SG,5,0,85,3,7,.429,1,3,.333,2,4,.500,.500,0,0,,1,11,12,5,4,0,1,9,7
2005-06,33,LAL,NBA,PG,1,0,8,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
