Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
1994-95,22,POR,NBA,SG,3,34,19.4,.607,.143,.000,0.0,8.1,3.6,5.2,4.6,0.0,0.0,18.8,,0.1,0.0,0.1,.082,,-2.0,1.8,-0.2,0.0
1995-96,23,POR,NBA,SG,5,134,8.1,.456,.267,.300,3.3,13.1,7.9,12.6,2.5,1.2,20.9,14.8,,-0.1,0.1,-0.1,-0.023,,-5.6,4.0,-1.6,0.0
1996-97,24,DET,NBA,SG,5,97,8.5,.375,.250,.000,1.2,13.3,6.7,17.1,3.6,2.1,13.0,12.2,,-0.1,0.2,0.1,.031,,-3.9,5.6,1.7,0.1
1998-99,26,PHI,NBA,SG,6,97,9.9,.383,.043,.304,4.4,13.1,8.6,17.5,2.3,0.0,3.7,12.7,,0.1,0.1,0.2,.087,,-1.9,1.6,-0.3,0.0
1999-00,27,PHI,NBA,SG,10,331,17.5,.592,.340,.301,1.4,11.8,6.3,25.1,0.7,0.5,12.1,18.4,,0.9,0.0,0.9,.137,,3.0,0.1,3.1,0.4
2000-01,28,PHI,NBA,SG,23,892,15.4,.503,.213,.249,3.0,12.3,7.6,24.0,2.1,0.3,12.1,19.6,,1.2,0.6,1.9,.100,,1.2,1.1,2.3,1.0
2001-02,29,PHI,NBA,SG,5,146,13.7,.526,.348,.217,1.6,14.1,7.4,16.6,3.8,0.0,16.6,19.5,,0.0,0.0,0.1,.019,,-2.2,1.7,-0.6,0.1
2002-03,30,PHI,NBA,SF,12,315,12.7,.603,.127,.197,2.0,14.3,8.4,12.3,1.8,0.6,16.3,14.0,,0.4,0.3,0.7,.111,,-0.4,1.7,1.3,0.3
2004-05,32,PHI,NBA,SG,5,85,6.6,.500,.429,.000,1.4,17.5,8.9,8.7,2.6,0.0,12.5,4.5,,0.0,0.1,0.1,.061,,-4.9,4.5,-0.3,0.0
2005-06,33,LAL,NBA,PG,1,8,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.020,,-7.2,2.4,-4.8,0.0
