Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Other,Shoot,Block,Offens,Take,PGA,SfDrawn,And1,Blkd
2000-01,27,PHO,NBA,PG,77,3065,88%,8%,4%,,,+2.1,-1.3,189,58,39,68,,19,,1604,108,22,51
2001-02,28,NJN,NBA,PG,82,3056,100%,,,,,+5.6,+5.7,229,39,18,49,,12,,1743,75,23,47
2002-03,29,NJN,NBA,PG,80,2989,95%,5%,,,,+8.5,+11.0,209,61,26,43,,15,,1505,131,36,57
2003-04,30,NJN,NBA,PG,67,2450,98%,2%,,,,+7.5,+12.9,162,32,20,32,,11,,1310,69,14,47
2004-05,31,NJN,NBA,PG,66,2435,76%,23%,1%,,,+4.9,+17.6,115,38,14,40,,6,,1178,56,11,40
2005-06,32,NJN,NBA,PG,80,2975,98%,2%,,,,+4.4,+12.6,141,35,16,71,,9,,1444,66,13,38
2006-07,33,NJN,NBA,PG,80,2933,89%,9%,2%,,,+1.3,+7.2,150,40,23,82,,8,,1652,71,13,39
2007-08,34,TOT,NBA,PG,80,2906,95%,4%,,,,-0.1,+0.3,214,31,21,0,,0,,1752,0,9,24
2007-08,34,NJN,NBA,PG,51,1895,93%,7%,,,,-3.9,+3.5,152,20,13,42,,5,,1137,31,2,11
2007-08,34,DAL,NBA,PG,29,1011,100%,,,,,+6.9,+2.4,62,11,8,37,,1,,615,25,7,13
2008-09,35,DAL,NBA,PG,81,2886,100%,,,,,+5.4,+11.1,140,29,16,95,,6,,1551,35,8,17
2009-10,36,DAL,NBA,PG,80,2881,65%,25%,10%,,,+4.5,+5.9,155,27,13,81,,4,,1567,31,4,14
2010-11,37,DAL,NBA,PG,80,2653,69%,23%,9%,,,+3.1,-5.2,148,25,6,66,,1,,1478,10,3,21
2011-12,38,DAL,NBA,PG,48,1379,64%,31%,5%,,,+2.7,+2.6,68,19,4,31,,1,,584,7,1,9
2012-13,39,NYK,NBA,SG,76,2043,31%,68%,2%,,,+4.7,+0.4,54,15,7,59,,2,6,600,12,3,8
